"","SID31160","SID31300","SID31360","SID31428","SID31537","SID530050","SID530167","SID530251","SID530364","SID530368","SID532779","H1M514901","H1M413802","H1M513803","H1M513804","H1M414905","H1M513606","H1M513807","H1M512808","H1M412809","H1M513810","H1M313811","H1M513912","H1M513813","H1M5XX814","H1M413815","H1M513816","H1F513817","H1F513818","H1M513819","H1M513820","H1M512821","H1M413822","H1M513823","H1M613824","H1M613825","H1M513826","H1M413827","H1M513828","H1M513729","H1M513730","H1M512831","H1M412832","H1M511833","H1M512834","H1M412835","H1M512836","H1M412837","H1M513738","H1F613739","H1M512840","H1M511841","H1M511842","H1M412743","H1M412844","H1M613745","H1F413846","H1M513747","H1M213648","H1M513852","H1M512853","H1M512854","H1M512855","H2M414940","nHM511825","nHM612836","nHM412840","H2M514901","H2M414102","H2M514903","H2M614904","H2M514905","H2M514906","H2M514108","H2M514909","H2F514910","H2M514911","H2M615912","H2M413913","H2M415914","H2M413915","H2MX14816","H2M514917","H2M514818","H2M511919","H2M411920","H2M515921","H2M515822","H2F514923","H2M413924","H2M514925","H2M414926","H2M414927","H2MX14928","H2M614929","H2M514930","H2M414931","H2M614832","H2M513933","H2M513934","H2F413935","H2M513936","H2M513937","H2M513938","H2M513939","H2M514841","H2M614742","H2M514943","H3M415852","H3M515950","H3M516845","H3M615846","H3M615747","H3M515936","H3M515137","H3M515138","H3M414933","H3M515128","H3M515920","H3M515915","H3M515910","H3M415906","H3M515902","H1M412949","H1M612950","H1F512951","H3M515101","H3F416103","H3M516804","H3M516105","H3M515107","H3M518108","H3M516909","H3F516111","H3M518112","H3M516113","H3M516114","H3M518116","H3M415117","H3M516118","H3MX16919","H3M517921","H3M517922","H3M515123","H3M416124","H3M517925","H3M420126","H3M416127","H3M516129","H3M515130","H3M415131","H3M615132","H3M517134","H3M515935","H3M419939","H3M415140","H3M513141","H3M514142","H3M514143","H3M514144","H3M616848","H3M617849","H3M516751","H3M616753","H3M516154","H2M514107","LILT_VF06_16","LILT_VF43_16","LILT_VF84_16","SID21.TO.V.new","SIDVOV108_metag","SIDVOV32_metag","SIDVOV39_metag","SID31021","SID530258","SID530444","SAMEA104142087","SAMEA104142088","SAMEA104142089","SAMEA104142097","SAMEA104142099","SAMEA104142103","SAMEA104142104","SAMEA104142107","SAMEA104142102","SAMEA104142111","SAMEA104142115","SAMEA104142117","SAMEA104142118","SAMEA104142119","SAMEA104142124","SAMEA104142129","SAMEA104142131","SAMEA104142132","SAMEA104142137","SAMEA104142139","SAMEA104142142","SAMEA104142145","SAMEA104142153","SAMEA104142212","SAMEA104142448","SAMEA104142407","SAMEA104142406","SAMEA104142405","SAMEA104142404","SAMEA104142402","SAMEA104142401","SAMEA104142397","SAMEA104142391","SAMEA104142390","SAMEA104142388","SAMEA104142383","SAMEA104142229","SAMEA104142333","SAMEA104142339","SAMEA104142337","SAMEA104142326","SAMEA104142336","SAMEA104142340","SAMEA104142343","SAMEA104142352","SAMEA104142365","SAMEA104142369","CON-041","CON-049","CON-050","CON-051","CON-053","CON-055","CON-079","CON-080","CON-083","CON-088","CON-096","CON-098","NLF015","HD-13","HD-15","HD-19","HD-47","HD-62","HD-82","HV-12","HV-18","HV-2","LILT_VF279_T016","LILT_VF10_T016","CRC_MR_SBJ34H_17","CRC_MR_SBJ60H_17","CRC_MR_SBJ73H_17","CRC_MR_SBJ75H_17","CRC_MR_SBJ77H_17","CRC_MR_SBJ81H_17","YEZ_N-40","YEZ_N-43","YEZ_N-33","SZAXPI003417-4","SZAXPI003419-6","SZAXPI003427-1","SZAXPI003433-7","SZAXPI015231-17","SZAXPI015246-34","SZAXPI015248-36","SZAXPI015250-39","SZAXPI015253-44","SZAXPI015254-45","SZAXPI015255-46","SZAXPI015258-57","SZAXPI015261-75","SZAXPI015264-87","SZAXPI015265-88","SZAXPI015267-102","SZAXPI015270-90","SZAXPI015272-108","SZAXPI017591-140","SZAXPI017592-142","wHAXPI032793-23","wHAXPI032797-27"
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_petauri",0,0,0,0,0,0,0.74493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14991,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_casseliflavus",0,0,0,0,0,0,0,0.09136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_amalonaticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318,0,0,0.03908,0,0.02754,0,0.03115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_mori",0,0,0,0,0,0.00442,0,0,0,0,0,0,0,0,0,0,0,0.06801,0,0,0,0,0,0,0,0,0,0,0,0.69187,0,0,0,0,0,0.65488,0,0,0,0.01497,0,0,0,0,0,0.08096,0,0,0,0,0,0,0.00883,0,0,0,0,0,0.88414,0,0,0,0,0,0,0.28466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01407,0,0,0,0,0,0,0,0,0.19981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00247,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae",0,0,0,0,0,0.1866,0.0992,0,0,0,0,0.00872,0,0,0.00124,0.0074,0.03049,0.24301,0.18521,0.05958,0.45416,0,1.10682,13.87306,0,0,3.63809,0,0.06142,8.85223,3.02186,1.29672,0,0.46126,2.91052,1.95921,3.0238,0,0.00974,0.50312,0.11078,0,6.9278,34.23868,0.02078,0.09348,0,1.53787,0.13768,11.17801,0,0.03934,15.45928,0.2551,1.10251,0,0.30824,2.45579,2.59277,0,0,10.34176,0,0,0,0.06851,0,0.80502,0,0,0.05399,0,3.05561,0.00899,0.43463,0.05411,5.03891,0,0,0,0,0,0,0,0,0,0,0.63974,0,0,0,0.08625,0.04205,0.55291,0.03359,0,0,0.01745,0,0,4.53604,33.14798,0,0.09825,0.01577,0.57297,0,19.92238,0.01969,0,0,1.12041,0,0,0.0165,0,0.01764,0,0,0,3.80003,0,0.04405,0.04609,0,0,1.76982,0.03732,0,15.02767,25.79525,0.74482,0.07871,0,0,0,0.02591,0,0,0.36739,1.07712,0,0,0.06873,0,0.14611,0.07436,0,0,8.05127,0,0.02474,13.19335,0.04744,3.55383,0.00707,0.01841,0.0083,0.18351,0.03781,0.00828,0,0,0,2.65815,0.01032,0,0.31239,0,0,0,0,0,0,0,0,0.13972,0.00863,0,0,0,0.02696,0,0,0,0,0,0.01202,0.05638,0,0,0.17937,0,0,0,0,0,0,0,1.06932,0,0.19222,0,0.08323,0,9.88565,0,0.01988,0.01583,6.05674,0.00361,0,0,0,0,4.0742,0.18154,0.03358,0,0.03625,0,2.99751,0.1821,3.44111,0.03541,0,0.0331,0.18451,4.17872,0.01809,0,0.18603,0,0,0,0,0,0.03209,0,0.00263,0.00361,0.89019,0,0,0.05259,0,0,0,0,0,0.8539,0,0,0.67333,9.47263,0.04577,0.23272,0.00476,0.00466,0.03274,0.18618,0.75994,0.07832,0.12039,0.1069,0,6.64212,0.07169,0,0,0,0.81241,0,0,0,0,2.37107,0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_michiganensis",0,0,0,0,0,0,0.02148,0,0,0,0,0,0,0,0,0,0,0.00669,0.02795,0,0,0,0,0,0,0,0,0,0,0.29448,0,0,0,0,0,0,0,0,0.00126,0,0,0,0,0,0,1.59818,0,0,0.05245,0,0,0,0.21091,0,0,0,0,0,0.29805,0,0,0,0,0,0,0.03474,0,0.0285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01532,0,0,0,0,0,0.01689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01644,0,0,0,0,0,0,0,0,0.10304,0,0,0,0,0,0.55676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02076,0,0,0,0,0,0,0,0,0,0,0.01479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00985,0,0,0,0.00147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042,0,0,0.00671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00118,0,0,0,0,0,0,0,0,0.03097,0,0,0,0.00776,0,0,0,0,0,0,0,0,0,0,0,0.01228,0,0,0.02069,0,0.00634,0,0,0,0,0,0,0,0,0.19006,0,0.0097,0,0,0,0,0.00966,0,0.18966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27224,0,0,0,0,0,0,0,0,1.23127,0,0,0,0,0.00727,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalicoccus|s__Faecalicoccus_pleomorphus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09974,0.15907,0,0,0,0,0.0068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00484,0,0,0,0,0.00156,0,0,0,0,0,0,0,0,0,0,0,0.07739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii",0,0,0,0,0,0,0,0,0,0,0,0,0.08389,0,0,0,0,0.0385,0,0,0.00044,0.00232,0,0,0,0,0.06066,0.00271,0,0,0,0,0,0,0,0,0,0.21939,0,0,0,0.02428,0.01455,0,0,0,0,0.00422,0,0,0,0.01269,0,0,0,0,0.05925,0,0,0,0,0,0,0,0,0,0,0.00475,0,0,0,0,0,0,0.01258,0,0,0,0,0,0,0,0.02144,0,0,0,0,0,0,0,0,0,0,0,0.02435,0,0,0,0.03544,0,0.00096,0,0,0.09994,0,0.15517,0,0,0,0,0.01992,0.01081,0,0,0.07066,0,0,0.00098,0,0,0,0,0.00715,0,0,0.00088,0,0.0877,0.37818,0,0,0,0.00727,0,0,0,0.01821,0,0.08593,0,0,0,0,0,0,0.01702,0,0,0.0553,0,0,0,0,0,0.02486,0,0,0,0,0,0.02702,0,0.00353,0,0,0,0,0,0,0,0.0227,0.23208,0,0,0,0,0.014,0,0,0,0,0.05692,0,0,0.1517,2.79613,0.00929,0,0,0.04987,0,0.08416,0,0.06084,0,0.01496,0,0,1.88598,0.00047,0.1165,0,0,0,0,0.02546,0,0,0,0,0.04793,0.23421,0,0.08777,0,0.13534,0,0,0,0,0,0,0.0921,0,0,0,0,0,0.13546,0,0,0.08993,0,0,0.08934,0,0,0,0,0.1344,0.16846,0,0,0,0,0,0,0.17968,0,0.00972,0,0,0,0,0.12928,0,0.04544,0,0,0.02648,0,0,0,0.03991,0.00351,0.41257,0.02006,0.0494,0.6469,0.68212,0,0.00897,0.1169,0.2226,0.01777,0,0,0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_variicola",0,0,0.00706,0,0,0.01897,0.0773,0,0,0,0,0,0,0,0.00308,0.02747,0,0.19334,0.04402,0.00965,0.10771,0,0.1634,4.3582,0,0,0.75181,0,0.02397,2.11228,0.32987,1.41107,0,0.14538,0.88672,0.35118,0.76332,0,0.0023,0.17648,0.03522,0,2.28993,10.82268,0.01748,0.03064,0,0.47946,0.01425,1.90472,0,0.00408,3.16997,0.26055,0.07011,0,0.0813,0.36022,0.62667,0,0,2.3966,0,0,0,0.0253,0,0.33776,0,0,0.00662,0,0.44411,0.01031,0.03089,0,0.92904,0,0,0,0,0,0,0,0,0,0,0.1719,0,0,0,0.01112,0.00364,0.20765,0.0049,0,0,0.00686,0,0,0.70057,9.15973,0,0.04377,0.01294,0.03877,0,5.27366,0,0,0,0.30347,0,0,0,0,0.00267,0,0,0,0.9073,0,0.01781,0.01225,0,0,0.60662,0.00633,0,3.31152,3.83354,0.69003,0.02764,0,0,0,0.01178,0,0,0.08501,0.1981,0,0,0.01388,0,0.02625,0.04048,0,0,2.39154,0,0.01043,4.03923,0.00765,0.77588,0,0.01441,0,0.16235,0.00507,0.00287,0,0,0,0.69583,0.0085,0,0.03298,0,0,0,0,0,0,0,0,0.01739,0,0,0,0,0.00215,0,0,0,0,0,0.00207,0.05071,0,0,0.05182,0,0,0,0,0,0,0,0.41465,0,0.04867,0,0.01118,0,2.5755,0,0,0,1.8163,0,0,0,0,0,0.49076,0.24219,0.01125,0.00761,0.01269,0,0.67462,0.04212,0.75261,0.01235,0.00745,0.01109,0.25088,0.48492,0,0,0.05437,0,0,0,0,0,0.00678,0,0,0.00302,1.31152,0,0,0,0,0,0,0,0,0.28031,0,0,0.32134,3.18866,0,0.09461,0.00393,0.03673,0.02767,0.03123,0.24853,0.0102,0.00822,0.0259,0,0.44627,0.06434,0,0,0,0.10885,0,0,0,0,0.18809,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Enorma_massiliensis",0.01163,0.00237,0.00818,0,0.28316,0.02326,0.00808,0,0.01124,0.01162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01161,0,0,0,0,0,0,0.00476,0.01034,0.04614,0,0.00069,0.00251,0,0.00109,0,0,0,0.45776,0,0.00679,0.00082,0,0,0,0.00115,0.06307,0.00212,0,0,0.00166,0,0,0,0,0,0,0.00692,0.00435,0,0,0,0,0,0.01239,0,0,0.00337,0.00303,0,0.00169,0,0,0,0,0,0,0,0,0,0,0.00247,0,0,0,0.00083,0,0.00356,0.00558,0.01814,0,0,0,0,0,0,0.02603,0,0,0,0.03208,0,0.00222,0.00319,0,0.00722,0.00449,0,0,0,0.00027,0.00078,0.00229,0.25021,0,0,0.0014,0.00472,0,0,7e-04,0.00343,0,0,0.01335,0,0,0,0,0.03821,0,0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Turicimonas|s__Turicimonas_muris",0,0.00186,0,0,0,0,0,0,0,0,0.01573,0.04732,0,0,0.01247,0.06394,0,0.07937,0.0029,0.03049,0.06632,0.00367,0,0.00465,0.01367,0.15303,0.07869,0.07591,0,0.02054,0.06817,0.10985,0,0,0.00968,0,0.03496,0,0,0.03465,0,0,0.20187,0,0,0,0.02023,0.05831,0.03063,0.01268,0.06309,0.06973,0.08147,0,0.07621,0.00765,0.11481,0.13855,0.00869,0.00583,0,0,0.03893,0.03607,0.05008,0.02583,0.17285,0.06858,0,0.03047,0.23648,0,0.03557,0,0,0.00462,0,0,0.08135,0,0.31185,0.00213,0.04113,0,0.01313,0.00096,0.03184,0.00143,0,0.00217,0.05648,0,0.04799,0.03059,0.05543,0.1546,0.07434,0.07282,0.02284,0.0016,0.08759,0.02201,0.12219,0,0.05054,0.27804,0.00804,0,0,0.03052,0,0,0,0.01836,0,0.01475,0.01329,0,0.00097,0,0.16792,0.00051,0.04262,0.06393,0,0.01143,0.00738,0.00244,0.01863,0,0,0,0,0.14929,0.07743,0,0.06345,0.07565,0.09599,0.11429,0.01085,0,0.03387,0.14454,0.01107,0.12859,0,0,0,0,0.05989,0.00751,0.14432,0.19425,0.17779,0.16824,0.00313,0,0.0137,0.00757,0.01451,0.13531,0.07066,0,0.05729,0.05072,0.01663,0,0.02907,0,0,0,0,0,0,0,0,0,0,0.02792,0,0,0,0,0,0,0.00699,0,0,0.00404,0.03877,0,0,0,0.01841,0,0,0,0.23009,0,0.03562,0.00828,0.05625,0,0.07576,0,0,0,0,0,0,0,0.0254,0.01428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01469,0.1042,0.1534,0,0,0,0,0.04559,0,0.03196,0,0,0,0,0.02211,0,0,0,0,0,0,0.14368,0.1073,0.43691,0.24836,0,0,0,0,0,0.00189,0.22634,0.0197,0,0,0.14292,0.21182,0,0,0,0,0,0.00053,0.0033
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Raoultella|s__Raoultella_ornithinolytica",0,0,0,0,0,0,0.09123,0,0,0,0,0,0,0,0,0,0,0.00596,0,0,0,0,0,0,0,0,0,0,0.01044,0.19955,0,0.06839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32635,0,0,0,0.21309,0,0,0,0,0,0.69338,0,0,0,0,0,0,0.01521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00956,0,0,0,0,0,0,0,0,0,0,0.00221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_quasipneumoniae",0,0,0,0,0,0.03619,0.04487,0,0,0,0,0,0,0,0,0,0,0.02008,0.01583,0.00852,0.03311,0,0.05467,0.59246,0,0,0.14936,0,0,0.71081,0.19483,0.28717,0,0.05379,0.19203,0.10321,0.21785,0,0.00249,0.02839,0.01022,0,0.42551,1.17504,0,0,0,0.14538,0.02617,0.73356,0,0,10.79479,0.01287,0.02697,0,0.01085,0.21205,0.23612,0,0,0.78938,0,0,0,0.01627,0,0.11364,0,0,0,0,0.09383,0,0.00912,0,0.18268,0,0,0,0,0,0,0,0,0,0,0.04077,0,0,0,0.00631,0.00761,0.06722,0,0,0,0,0,0,2.83567,2.43853,0,0,0,0.02398,0,1.92362,0,0,0,0.11352,0,0,0,0,0,0,0,0,0.36511,0,0.03373,0.00316,0,0,0.23687,0.00627,0,1.0342,2.20544,0.07339,0,0,0,0,0,0,0,0.02171,0.21303,0,0,0.01963,0,0.00622,0.00779,0,0,0.5184,0,0,0.95602,0.01601,0.24461,0,0,0,0.017,0,0.00892,0,0,0,0.24377,0,0,0.05945,0,0,0,0,0,0,0,0,0.01067,0,0,0,0,0.00227,0,0,0,0,0,0,0.01721,0,0,0.03489,0,0,0,0,0,0,0,0.08515,0,0.00603,0,0.00384,0,0.35128,0,0,0,0.65539,0,0,0,0,0,0.324,0.04988,0.00372,0,0,0,1.91567,0.06343,2.06299,0,0,0.00367,0.04854,0.33894,0,0,0.05499,0,0,0.00099,0,0,0.00617,0,0,0,0.16689,0,0,0,0,0,0,0,0,0.02246,0,0,0.06904,0.62155,0,0.02116,0,0,0.00348,0.01193,0.07956,0.00611,0.01039,0.03155,0,0.54287,0.02962,0,0,0,0.05144,0,0,0,0,0.16959,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_amylovorus",0,0,0.04574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00104
