,Adlercreutzia_26dap_M,Adlercreutzia_cgly,Adlercreutzia_co2,Adlercreutzia_glu_L,Adlercreutzia_mg2,Adlercreutzia_ser_L,Blautia_26dap_M,Blautia_cgly,Blautia_co2,Blautia_glu_L,Blautia_mg2,Blautia_ser_L,Butyricimonas_26dap_M,Butyricimonas_cgly,Butyricimonas_glu_L,Butyricimonas_mg2,Butyricimonas_ocdca,Butyricimonas_ser_L,Enterobacter_26dap_M,Enterobacter_cgly,Enterobacter_co2,Enterobacter_dgsn,Enterobacter_kestopt,Enterobacter_mg2,Enterobacter_ocdca,Faecalibacterium_26dap_M,Faecalibacterium_glu_L,Faecalibacterium_mg2,Faecalibacterium_ocdca,Faecalibacterium_ser_L,Roseburia_26dap_M,Roseburia_co2,Roseburia_mg2,Roseburia_ocdca,Roseburia_ser_L,Collinsella_26dap_M,Collinsella_amylopect900,Collinsella_cgly,Collinsella_co2,Collinsella_dgsn,Collinsella_glu_L,Collinsella_mg2,Collinsella_ser_L,Fusobacterium_26dap_M,Fusobacterium_cgly,Fusobacterium_mg2,Fusobacterium_pydx5p,Fusobacterium_ser_L,Roseburia_glu_L,Veillonella_26dap_M,Veillonella_cgly,Veillonella_mg2,Veillonella_ocdca,Veillonella_ser_L,Dialister_26dap_M,Dialister_cgly,Dialister_co2,Dialister_mg2,Dialister_ocdca,Dialister_ser_L,Actinomyces_26dap_M,Actinomyces_cgly,Actinomyces_mg2,Actinomyces_ocdca,Actinomyces_ser_L,Roseburia_amylopect900,Roseburia_cgly,Roseburia_kestopt,Roseburia_melib,Rothia_26dap_M,Rothia_cgly,Rothia_mg2,Rothia_ser_L,Faecalibacterium_co2,Veillonella_glu_L,Dialister_glu_L,Fusobacterium_glu_L,Turicibacter_26dap_M,Turicibacter_cellb,Turicibacter_cgly,Turicibacter_co2,Turicibacter_glu_L,Turicibacter_mg2,Turicibacter_ser_L,Faecalibacterium_kestopt,Turicibacter_dgsn,Faecalibacterium_cgly,Methanobrevibacter_cgly,Methanobrevibacter_co2,Methanobrevibacter_glu_L,Methanobrevibacter_mg2,Methanobrevibacter_ser_L,Enterobacter_ser_L,Faecalibacterium_cellb,Actinomyces_glu_L,Collinsella_cellb,Faecalibacterium_melib,Rothia_glu_L,Enterobacter_glu_L,Parvimonas_26dap_M,Parvimonas_cgly,Parvimonas_co2,Parvimonas_dgsn,Parvimonas_glu_L,Sutterella_26dap_M,Sutterella_cgly,Sutterella_co2,Sutterella_glu_L,Sutterella_mg2,Sutterella_ocdca,Bulleidia_26dap_M,Bulleidia_cgly,Bulleidia_co2,Bulleidia_dgsn,Bulleidia_mg2,Bulleidia_ocdca,Bulleidia_ser_L,Parvimonas_mg2,Parvimonas_pydxn,Sutterella_ser_L,Blautia_cellb,Mobiluncus_26dap_M,Mobiluncus_cgly,Mobiluncus_co2,Mobiluncus_mg2,Mobiluncus_ocdca,Mobiluncus_ser_L,Actinomyces_cellb,Actinomyces_co2,Actinomyces_pydxn,Adlercreutzia_ocdca,Blautia_4hphac,Blautia_melib,Blautia_ocdca,Blautia_pydxn,Collinsella_ocdca,Collinsella_pydxn,Enterobacter_cellb,Enterobacter_pydxn,Faecalibacterium_pydxn,Fusobacterium_cellb,Fusobacterium_co2,Fusobacterium_dgsn,Fusobacterium_melib,Fusobacterium_pydxn,Rothia_co2,Rothia_ocdca,Sutterella_dgsn,Turicibacter_ocdca,Veillonella_pydxn,Selenomonas_26dap_M,Selenomonas_co2,Selenomonas_mg2,Selenomonas_ocdca,Actinomyces_melib,Bulleidia_cellb,Bulleidia_pydxn,Butyricimonas_co2,Butyricimonas_pydxn,Enterobacter_melib,Fusobacterium_ocdca,Roseburia_cellb,Turicibacter_melib,Veillonella_co2,Dialister_pydxn,Rothia_pydxn
MI_008_H2,-0.00761691427092898,-0.00209617607009415,1.04033348806093,0.0203789216306206,-7.5972617385454e-05,0,-6.76240600194143e-05,-0.000224410442031766,0.000464695567017721,-9.08211594646384e-05,-9.63078118461734e-06,0,-8.15790890266549e-10,-4.46064913092897e-09,-3.19347538776463e-08,-2.98718332507143e-10,-8.30460068179947e-09,-2.78470164954952e-08,-1.03749711055101e-06,-3.19568454801478e-06,2.59505915907775e-05,-6.70932771095959e-07,-3.96823638933802e-06,-1.24442873448648e-07,-3.18699393478923e-06,-0.00155022062271734,-0.0120960527060313,-0.000321150126341474,-0.00167823230947299,-0.00953365858386628,-0.000651867184442777,0.000508305599964813,-1.30414058250673e-05,-3.80288578510296e-05,-0.000404666433316802,-2.03611458764099e-05,-8.58897507822919e-08,-3.97113461080574e-05,0.000201089000793007,-5.76957348693492e-05,-0.000129039902456503,-4.36816919276844e-06,-9.31816659492973e-05,0,0,0,0,0,-0.000256116138139294,-8.26349138193787e-10,-4.42463642948463e-09,-4.2218518012297e-10,-3.5946022723836e-09,-1.57258534302488e-08,-1.2526900306385e-05,-1.44611324594277e-06,4.30379727668792e-05,-5.43831845923683e-08,-1.49606885073997e-06,-4.59257871091375e-06,-2.88221660858292e-07,-9.74886479889279e-07,-4.61459701338762e-08,-1.57363263783304e-06,-2.60884416638055e-06,0,0,0,0,-3.05671558360625e-08,-2.15306786593585e-07,-1.52537009789447e-08,-6.60548948981946e-07,-0.0878535446012423,0,0,0,0,0,0,0,0,0,0,-0.00278288297006097,0,-0.00348282242477339,0,0,0,0,0,0,0,0,0,0,-1.31021737820319e-06,0,0,0,0,0,0,-5.19819068939859e-07,-1.37004072533325e-08,2.25614882099126e-05,-1.60353743203627e-05,-4.825295380724e-08,-3.76895040034837e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_009_H,-0.0216801226280943,-0.00596637334138926,2.8572426888725,-0.0325628526883389,-0.000216241853683492,0.204296619704291,-2.82350458564318e-06,-9.36979991974743e-06,2.03890228230279e-05,-2.42961646420219e-05,-4.02113609125012e-07,-2.10313532382546e-05,0,0,0,0,0,0,-1.31075996772941e-06,-4.03738509961206e-06,3.14629231635778e-05,-8.47647485903145e-07,-5.49079117538511e-06,-1.57219461265849e-07,-4.02640549514355e-06,-0.0586802933024312,0.0454444175859499,-0.00156995369904232,-0.00820409772876122,-0.282360703032955,-1.0838323907883e-05,2.26230164501771e-05,-2.1683401760292e-07,-6.322899650005e-07,-6.72822007857989e-06,-8.98639781852843e-06,-1.57e-05,-1.75266144745679e-05,0.000103354978819654,-2.54640298299229e-05,-5.69517995193846e-05,-1.92789277888022e-06,-4.11257561188524e-05,-1.68459972368681e-08,-7.36259603111599e-09,-6.02765812987875e-10,-6.02765812987875e-10,-1.81887874197639e-08,0,-2.15266776924108e-08,-1.15263292380029e-07,-1.09980683454023e-08,-9.3640618684669e-08,-4.09663860690892e-07,-3.3805720748881e-06,-5.27102130147705e-07,1.63984160001053e-05,-1.98224395795264e-08,-5.45310735715283e-07,-1.6739754152625e-06,-2.02521332447462e-08,-6.8501204352321e-08,-3.24248473579793e-09,-1.15948125754278e-07,-1.83312591825965e-07,0,0,0,0,-5.43655100987551e-09,-3.8293596380578e-08,-2.71296171309418e-09,-1.17482570996131e-07,-2.740870760674,0,0,0,-8.35496314701016e-07,0,-2.85401946707262e-06,3.98733943511485e-06,-9.15890272593009e-06,-1.03439060352313e-07,-2.83945147927361e-05,-0.00281567620882461,-2.86978113236267e-07,-0.078381613433588,-2.6572623705175e-05,0.00101225090435936,-0.000224244894012465,-1.26978163529058e-06,-5.55972346073001e-05,0,-0.065155505515875,0,0,-0.00205109100487007,-2.33029976646481e-07,0,-2.68196357675812e-09,-4.33807785455669e-09,4.05662512269529e-07,1.04703641629591e-08,-2.44435754219069e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.48957132038152e-10,-2.48957132038152e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_010_H,-0.0012593189848367,-0.000346564793397366,0.172922307880536,0.00398394286816395,-1.25606979412108e-05,-0.00122931366183617,-3.80073483340478e-05,-0.000126127384804318,0.000249257641499977,-0.000327051989724447,-5.41287309735112e-06,-0.000276006970497804,0,0,0,0,0,0,-5.38431946760415e-08,-1.65847078986653e-07,1.68962619207261e-06,-3.48195319690768e-08,-1.24356225434505e-07,-6.45823664760185e-09,-1.6539606049706e-07,-0.00144928352572848,0,-0.000300239579174521,-0.00156896018722875,-0.00891290834545723,-0.0138031707712102,0.0545893380326759,-0.000276149430430275,-0.000805254247612645,-0.00856873918146851,-0.000288240430212002,-2.81908647007757e-06,-0.000562169514228854,0.00284669538990099,-0.000816763631137596,-0.000817994919119368,-6.18375299211987e-05,-0.00134164716862594,0,0,0,0,0,-0.00758125469577249,-3.38796688754671e-07,-1.81406635762854e-06,-1.73092624480252e-07,-1.47375883992026e-06,-6.44747700911879e-06,-4.49032601811694e-06,-7.00136058860821e-07,2.17815897398409e-05,-2.63296312620237e-08,-7.24322076352085e-07,-2.22349803356585e-06,-1.3724534729103e-07,-4.6422129795275e-07,-2.1973781145544e-08,-7.85761213131369e-07,-1.24227902433439e-06,0,-0.00330592779734197,0,0,-4.57517604251055e-05,-8.10671133834436e-06,-5.74330947176049e-07,-2.48709283110119e-05,0,0,0,0,0,0,0,0,0,0,0,-0.00282104264377457,0,-0.00325605084159828,-4.74529437565851e-08,1.80766061210443e-06,-4.00452753982385e-07,-2.26755465290596e-09,-9.92846049420436e-08,0,0,0,0,0,0,0,-7.14370319435482e-07,-1.15549446291945e-06,7.19864688909076e-05,2.78889596283771e-06,-6.5108135448283e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.63124538606945e-08,-6.63124538606945e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_011_H,-1.73054479323036e-06,-4.76246213987268e-07,0.00023763074201505,5.47469836478515e-06,-1.72607978464808e-08,-1.68931174893183e-06,-1.88935965149443e-05,-6.26983997155929e-05,0.000123906915719988,-2.53746719947365e-05,-2.69075967597388e-06,0,-4.46933954779424e-09,-2.44378256824871e-08,-1.74955690431668e-07,-1.63653906050496e-09,-4.54970516325307e-08,-1.52560875092305e-07,-2.25274596162286e-09,-6.9388775997048e-09,7.06922871821619e-08,-1.45681474698675e-09,-5.20294136214955e-09,-2.70206227818119e-10,-6.920007432599e-09,-0.00023920594017832,-0.00186647475694193,-4.95548935320192e-05,-0.000258958713064622,-0.00147108594188058,-0.000219044688237669,0.000420710195991126,-4.38225875041505e-06,-1.27787063236417e-05,-0.000135978669952375,-4.37545251875166e-05,-1.84105919620384e-07,-8.53366064985707e-05,0.000433834748318319,-0.000123983664764074,-0.000277296754146299,-9.38685720972893e-06,-0.000200240181694144,0,0,0,0,0,0,-3.81605291882706e-09,-2.04328243124807e-08,-1.9496371623443e-09,-1.65997540985334e-08,-7.26214696789268e-08,-5.4376875657466e-07,-8.47849605181867e-08,2.63770334743305e-06,-3.18846132656177e-09,-8.77138348593048e-08,-2.69260796672696e-07,-2.99503177306949e-06,-1.01304529774389e-05,-4.79522067628453e-07,-1.71971957486119e-05,-2.66612547626594e-05,0,0,0,0,-1.09406700582561e-07,-1.93856702313209e-08,-1.37340406990129e-09,-5.94741313044663e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.96896382359822e-08,1.13098967899893e-06,-2.50549206332218e-07,-1.41872920825388e-09,-6.21188859905582e-08,0,0,0,0,0,-1.179686085471e-07,0,0,0,0,0,0,-2.13089050942952e-08,-5.61619793036548e-10,9.24861436944919e-07,-6.57336927329305e-07,-1.97802980813089e-09,-1.54500308251333e-08,0,0,0,0,0,0,0,0,0,0,0,0,-2.97471970680608e-09,4.59167387202747e-09,-2.68173380733639e-10,-5.76178797056619e-09,-2.14449044407858e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_012_H,0.0348029783881851,-0.234753183447829,0,0.0694640918415055,-0.0679387907582992,0,0.000324438012505958,0,-0.172481209305963,0.0925655234162489,0.0357272983149211,-0.0731349732273251,0,0,0,0,0,0,0.0458334933784066,0,0.00825782302504732,-0.10805668817709,0.0811142368262785,0.0407672153537045,-0.0296809758347078,0,-0.000566056268250633,0,0,-6.23539352216023,0.250867703170582,0,-0.0017501027417429,0,-0.206693539723481,0.316615058374714,0.278669581365967,0.279421198001253,0,0,0.0372772898252212,0,-0.279350042251518,-0.0043737885114309,-0.00499730031610251,-0.0045668509435774,0,0,0.235789538125098,0,0.0546160019028539,0.152762414493017,0,0.0200015117203699,0.0463814881547147,-0.0283626678650363,0.0296630203325895,0.0226911668957961,-0.00635727988523535,-0.016106793728946,0.063115588892513,0.0282061408018981,0,-0.0288856488435384,-0.0259799265702208,2.96862588889916e-05,0,-0.207762257364921,-0.0431843225178469,-0.00120539600154371,-9.55106609838188e-06,0.00136933207513156,-4.63687493882997e-05,0,0,0.033982969096662,-0.00525216828432711,0.0754270933840878,0,-0.0228041886786585,-0.0210134002412801,-0.00526753044716257,0.0228672389815924,-0.0228098676152855,0,-0.00103130702965258,6.23701545847136,0,0,0,0,0,0.0356792513866041,0.192520702646525,0.000778866432768279,-0.000134583859667239,-6.23702237216468,-0.00268247490715367,0.0255768324819938,0,0,0,0,0,-0.064673651767394,-0.0568083519343559,0,-0.0552596090119267,-0.0418041352015199,0.0002541112851736,0,0,0,0,0,0,0,0,0,0,-0.208351051211444,0,0,0,0,0,0,-0.0246489246602662,-0.00407490826103944,9.73280658298694e-06,-1.53832807412477e-05,0.00162494877994307,-0.172525625665816,-0.119068841230063,-0.0109442910205833,-0.428259309706365,-0.0536354619548404,0.00376993892141411,-0.0389574876703459,-0.0354301833667809,-0.00671529419923744,0.0022198236651143,0.00558545844151336,3.63618623974901e-05,-0.000904479203843113,0.000752474307296449,-0.000394134379311127,-1.73910298984555e-06,0.00515422541255335,0.0162131281506142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_013_H,-0.00336402515888128,-0.000925780281413303,0.522493652899801,0.00900039079314944,-3.35534557932682e-05,0,-6.1482765273879e-07,-2.04030555522478e-06,7.50324004833065e-06,-5.40538029496021e-06,-8.75615955043106e-08,-4.57964814760548e-06,-2.41659124575471e-08,-1.3213638162427e-07,-9.45992993754123e-07,-8.84883756237267e-09,-2.46004528201682e-07,-8.24903257517538e-07,0,0,0,0,0,0,0,-9.92094198411269e-06,-7.74110699952842e-05,-2.05526344117353e-06,-1.07401779683206e-05,-6.10125244889874e-05,-1.45313150896339e-05,3.03314592836977e-05,-2.90716854258944e-07,-8.47732987824176e-07,-9.02075697176158e-06,-0.000105299513237148,-4.61073269396467e-07,-0.000205370829350772,0.00103995001211501,-0.000298378727527354,-0.000667341563157382,-2.25903832980703e-05,-0.000490128306040903,0,0,0,0,0,0,-3.07360548765575e-08,-1.64574344934529e-07,-1.5703177101016e-08,-1.33701225785597e-07,-5.84923093245214e-07,-0.00795867663002273,-0.000640345387063515,0.0177376412057339,-2.40811163892243e-05,-0.000662465951396636,-0.00203361431098884,-6.70590775439536e-07,-2.2682191149953e-06,-1.07365497108492e-07,-3.66129154803618e-06,-6.06986590572105e-06,0,0,0,0,-2.42470178784625e-05,-4.29630626078619e-06,-3.04377637383553e-07,-1.31808227226193e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00500557401315115,0.178384542987191,-0.041517794933832,-0.000247431484737048,-0.0110061633421744,0,0,0,0,0,-2.61445317819485e-05,0,0,0,0,0,0,0,0,0,0,0,0,-6.18988100655503e-05,-1.38501269040066e-05,0.00269581202849854,1.88574281093737e-05,-1.50982725754586e-06,-3.95277822918389e-05,-4.6116373540925e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_014_H,-0.00222491091059309,-0.000612295851441664,0.303882812108875,0.00595271043749838,-2.21917037943234e-05,0,-0.0193887010298516,-0.0786136657141874,0.128417641375369,0,-0.000113089855507117,-0.000467782629439473,0,0,0,0,0,0,-0.000354214122312203,-0.0010910455420551,0.0152561808389576,-0.00022906460194191,-0.002821167,-4.24863093577302e-05,-0.0010880784610823,-0.000702438982890344,0,-0.000145520169707833,-0.000760443887305237,-0.00431990991523267,-0.00142622179894132,0.00324257649617091,-2.85333235365278e-05,-8.32034306226688e-05,-0.000885370674073131,-2.48903167770543e-06,-4.20624563314329e-06,-9.72791157404971e-08,2.46792400746185e-05,-7.05296807114792e-06,-1.57743776726424e-05,-5.33983281705885e-07,-1.13909167851835e-05,0,0,0,0,0,-0.000503290474734157,-4.49406487618469e-08,-2.40631982881925e-07,-2.29603626547427e-08,-1.95490925923667e-07,-8.55243894891507e-07,-1.67634691931198e-07,-2.61377664034907e-08,8.13159238567082e-07,-9.82948589359299e-10,-2.70406887246835e-08,-8.30085402179208e-08,-5.30847531481442e-07,-1.79554888339326e-06,-8.49917881273625e-08,-3.02402235389766e-06,-4.8049771194115e-06,0,0,0,0,-4.65413401984524e-09,-3.27824625085513e-08,-2.32251796782798e-09,-1.00574726406273e-07,0,0,0,0,-1.89855430587073e-06,0,-6.48537983101534e-06,9.2957503106549e-06,-1.8529407245506e-05,-2.35051513659139e-07,-6.45227601538262e-05,0,0,0,-4.70362186395778e-08,1.79178598936336e-06,-3.96936033889839e-07,-2.24764130500282e-09,-9.84127014238185e-08,0,0,0,0,0,-1.99492792394302e-07,0.0419758444387121,-4.90808472357828e-08,-7.93883027799344e-08,7.42376218921346e-06,1.91611231576233e-07,-4.4732575847623e-07,-1.82115735841835e-08,-4.79986190841747e-10,7.90429261361033e-07,-5.6179047063585e-07,-1.6905155493948e-09,-1.32043092784316e-08,-4.72534911318339e-08,-1.05731733476003e-08,2.50965560334348e-06,1.43957421958811e-08,-1.15260065338076e-09,-3.01754703848178e-08,-3.52051945076283e-08,-4.55600033934583e-09,-4.55600033934583e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00468593244243367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_015_H,-0.010530579305437,-0.00289801717061909,1.15007945146652,-0.0158165942383305,-0.00010503409175453,0.10019350074409,-0.00013699800528379,-0.000454627878219367,0.000911243573016512,-0.00117886335617384,-1.95107748815797e-05,-0.00102045289981468,0,0,0,0,0,0,-7.35525576867053e-08,-2.26555591987659e-07,1.83974718153282e-06,-4.75652614817671e-08,-2.81325059099429e-07,-8.82228156102517e-09,-2.25939477663962e-07,-6.07789339225693e-05,-0.000474245521811664,-1.2591215741872e-05,-6.57978413842699e-05,-0.000373782671071327,-3.06167551089366e-06,9.88372361255677e-06,-6.12525891702399e-08,-1.78613106424863e-07,-1.90062843863787e-06,-0.00033694229493432,-1.4753637576029e-06,-0.000657155160804691,0.00331451180989736,-0.000954766172434509,-0.00213539066689606,-7.22857623734242e-05,-0.00154199790922058,0,0,0,0,0,0,-1.19944740547878e-08,-6.42236851257858e-08,-6.12802622432619e-09,-5.21757229488092e-08,-2.28261073002148e-07,-3.31036080189191e-05,-3.8215013190658e-06,0.000113732219907386,-1.43713095940315e-07,-3.95351408512185e-06,-1.21363562991421e-05,-7.73419537585338e-09,-2.61602909451304e-08,-1.23828982096931e-09,-4.42637428576638e-08,-6.88484693731577e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00270636219627978,0.10309548696069,-0.0217000053448302,-0.000129324414984716,-0.00715182348434661,0,0,0,0,0,0,0,0,0,0,0,0,-1.37591749188391e-08,-3.62638293055277e-10,5.97183676510007e-07,-4.24442913594726e-07,-1.27721523017327e-09,-9.9760957066432e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_016_H,-0.0188948002883402,-0.0051998521717373,2.02759807453858,-0.0283793873733679,-0.000188460494869868,0.286248948811518,-4.94266437854741e-06,-1.64022316566921e-05,3.28030453140776e-05,-4.25314653718153e-05,-7.03916905981786e-07,-3.66700043621776e-05,0,0,0,0,0,0,-6.37954532180354e-09,-1.96501890953896e-08,2.0019330082637e-07,-4.12554982328259e-09,-1.47341958622837e-08,-7.6519630085474e-10,-1.95967507191446e-08,-0.000487384308743517,-0.00380295952734795,-0.000100968552498977,-0.000527630765632428,-0.00299735117092529,-2.29318605676833e-06,3.45111288821639e-05,-2.89272720799669e-07,-8.43521881538752e-07,-8.97594643952009e-06,-7.91170440962655e-06,-3.32900793656543e-08,-1.54305869631499e-05,7.84461098962772e-05,-2.24187579006217e-05,-5.01408698449396e-05,-1.69733391598855e-06,-3.62074807509504e-05,0,0,0,0,0,0,-3.5086861021082e-09,-1.87870473017588e-08,-1.79260218901097e-09,-1.52627145752056e-08,-6.6772119464067e-08,-1.05316015187945e-05,-1.64209768981397e-06,5.10864963168237e-05,-6.17534636615792e-08,-1.69882352609332e-06,-5.21498776989889e-06,-1.22254990263522e-07,-4.13517626510041e-07,-1.95737374929345e-08,-6.64646073428454e-07,-1.08829277563279e-06,0,0,0,0,-5.84594095705706e-10,-4.11772285530999e-09,-2.91725654090167e-10,-1.2632939013707e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.62999788242455e-09,1.76373985334141e-07,-3.90722947023118e-08,-2.21245984128847e-10,-9.6872285310061e-09,0,0,0,0,0,-2.50577890693038e-08,0,0,0,0,0,0,0,0,0,0,0,0,-3.64060269940632e-05,-8.14600625447392e-06,0.00193354157444617,1.10910700231776e-05,-8.88010800795327e-07,-2.32484195997985e-05,-2.71235252862093e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_017_H,-0.000286126691115889,-7.87421128292674e-05,0.0390801672970268,0.000765526984717963,-2.85388450686372e-06,0,-1.63503331376036e-05,-5.42585802408617e-05,0.00017179794880338,-0.000140694082057823,-2.32855703574512e-06,-0.000121788232088792,0,0,0,0,0,0,-2.85223464835099e-07,-8.78541453306484e-07,6.7217620318799e-06,-1.84449448289808e-07,-1.14335676431456e-06,-3.42112061596089e-08,-8.76152273818151e-07,-0.0359227899931732,-0.00547884524450695,-0.000774768899763803,-0.00201080823373189,-0.0355284024167034,-0.000123057781918518,0.000397256045106448,-2.46192247781863e-06,-7.17898830885715e-06,-7.63918707511114e-05,-5.10519392580898e-06,-2.14811249470402e-08,-9.95691127440116e-06,5.17182824749659e-05,-1.44661757736015e-05,-3.23544524559969e-05,-1.09524046265314e-06,-2.33636396442827e-05,0,0,0,0,0,0,-1.09647314753744e-07,-5.87099908296646e-07,-5.60192649689116e-08,-4.76963632631198e-07,-2.0866453671225e-06,-0.000118466925266248,-1.36758963225982e-05,0.000407010208326355,-5.14301902886645e-07,-1.41483265930877e-05,-4.34320275262273e-05,-9.34656746266644e-08,-3.16140092510482e-07,-1.49644000281617e-08,-5.35112507129703e-07,-8.46006435742808e-07,0,0,0,0,-4.8037319605934e-08,-3.38361899824533e-07,-2.39717071823357e-08,-1.03807502234716e-06,0,0,0,0,0,0,0,0,0,0,0,-0.00282002364323569,0,-0.0084022464161986,-8.84278415875465e-08,3.36854815733187e-06,-7.46237638577207e-07,-4.22555373312212e-09,-1.85015356748628e-07,0,0,0,0,0,-2.05905093975871e-06,0,0,0,0,0,0,-4.12916806906987e-09,0,1.79216543358177e-07,-1.27376542292421e-07,-3.83295973550002e-10,-2.99385508861106e-09,-1.13165557260455e-08,-2.53212836815458e-09,6.01027708390538e-07,3.44758058876424e-09,-2.76031870057376e-10,-7.22660662715297e-09,-8.43115579291981e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_018_H,-0.00124677945999117,-0.00034311391408107,0.167351155450175,0.00137807433546387,-1.24356262272071e-05,0.0039153248423822,-4.71328684139986e-06,-1.56410423035439e-05,3.09104110993136e-05,-4.05576791643994e-05,-6.71249762537571e-07,-8.49806973189305e-06,-1.14457732433976e-08,-6.25841488059392e-08,-4.48053485063839e-07,-4.19110134510752e-09,-1.16515858922848e-07,-3.90701391882973e-07,-0.000145082590027666,-0.000446881428798525,0.00141215106660641,-9.38225882030111e-05,-0.000591082232524235,-1.74019707686958e-05,-0.000445666141871103,-0.000104873024709374,-0.000818302643982315,-2.17259302590049e-05,-0.000113533064829781,-0.000644955690554536,-0.00278166542623855,0.00482179551851212,-5.56506425831905e-05,-0.000162277779290231,-0.00172680363973043,-5.61803739156772e-05,-2.4242650692687e-07,-0.000109571351562799,0.000721195826429757,-0.000159193788894524,-0.000356046266455368,-1.20526310290324e-05,-0.00026149780424931,-3.15785877156658e-05,-5.43780128879587e-05,-1.03113416237385e-06,-1.03113416237385e-06,0,-0.00109290576909897,-0.001793622066202,-0.000414506385103512,-3.95509225777068e-05,-0.000336747576339091,-0.00147322085371867,-0.0283900353241696,-0.00354767188347014,0.0992498017644834,-0.000133415343129737,-0.00367022528311433,-0.0112667264552372,-9.94337318037039e-07,-3.3632656369997e-06,-1.59199208152837e-07,-5.69281008576414e-06,-9.00026425443027e-06,0,0,0,0,-3.74241257866882e-07,-2.63605430201645e-06,-1.86754838170148e-07,-8.08726434593576e-06,0,0,-0.00391051020099768,0,0,0,0,0,0,0,0,0,0,0,-1.58831677792574e-06,6.05049434599627e-05,-1.34037169786442e-05,-7.58982439224186e-08,-3.32319538758421e-06,-0.000663967545758539,0,0,0,0,-1.60413157942329e-05,0,-3.22516859279631e-07,-5.21671232632228e-07,4.87825414626994e-05,1.25910321624625e-06,-2.93943782195861e-06,0,0,0,0,0,0,-0.00317204151878478,-0.000709758031429394,0.00257836633734165,0.000966360174567081,-7.7372000238077e-05,-0.00202562482933708,-0.00236326112590354,-2.99380920069261e-08,-2.99380920069261e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.53600533019972e-08,9.20069534536727e-07,-8.09193575025526e-09,-2.22607284014127e-07,0,0,0,0,0,0,0,0,0,0,0,0
